ProductID;ProductName;Category;Brand;UnitCost;ListPrice
100396;Chair Prime 801;Office;Ion;€ 125,47;€ 211,12
100397;Camera X 678;Smart Home;Aether;€ 12,56;€ 21,61
100398;Speaker Max 650;Audio;Aegis;€ 75,72;€ 131,42
100399;Power Bank Plus 374;Power;Aether;€ 194,90;€ 344,48
100400;Mousepad Pro 659;Gaming;Ion;€ 58,54;€ 85,99
100401;Repeater Pro 369;Networking;Kronos;€ 90,40;€ 159,33
100402;Sensor S 930;Smart Home;Helios;€ 185,72;€ 309,57
100403;Charger X 903;Power;Nova;€ 55,62;€ 72,60
100404;Hub Mini 387;Accessories;Spectra;€ 151,23;€ 193,01
100405;Headphones Max 238;Audio;Kronos;€ 240,88;€ 418,95
100406;Stand X 986;Accessories;Kronos;€ 37,51;€ 47,25
100407;Mousepad Ultra 245;Gaming;Nexus;€ 146,47;€ 197,96
100408;Printer Prime 748;Office;Nova;€ 199,68;€ 344,78
100409;Webcam Max 565;Office;Ion;€ 237,81;€ 331,86
100410;Stand Prime 780;Accessories;Helios;€ 175,84;€ 314,33
100411;USB-C Cable S 944;Cables;Nova;€ 56,90;€ 76,89
100412;Soundbar X 907;Audio;Atlas;€ 89,22;€ 148,28
100413;Stand Plus 902;Accessories;Aegis;€ 209,99;€ 244,05
100414;SSD Prime 538;Storage;Aether;€ 54,57;€ 90,94
100415;NVMe X 195;Storage;Kronos;€ 165,37;€ 221,23
100416;Mousepad Pro 740;Gaming;Orion;€ 79,85;€ 133,72
100417;Router Plus 101;Networking;Nova;€ 57,29;€ 69,23
100418;Power Bank Prime 108;Power;Nexus;€ 175,42;€ 309,24
100419;Printer Prime 334;Office;Orion;€ 98,85;€ 167,85
100420;Panel Mini 406;Screens;Helios;€ 38,60;€ 66,78
100421;SSD Plus 724;Storage;Orion;€ 164,25;€ 243,10
100422;Repeater Ultra 980;Networking;Orion;€ 58,22;€ 106,10
100423;NVMe Ultra 539;Storage;Helios;€ 82,05;€ 102,96
100424;Mic S 897;Audio;Helios;€ 235,61;€ 275,69
100425;Soundbar S 402;Audio;Nexus;€ 163,31;€ 283,81
100426;Router Ultra 346;Networking;Aether;€ 127,40;€ 203,26
100427;USB-C Cable Mini 235;Cables;Aegis;€ 99,78;€ 177,53
100428;Chair X 888;Office;Atlas;€ 22,88;€ 36,39
100429;Mouse S 161;Accessories;Kronos;€ 237,43;€ 343,91
100430;Soundbar Ultra 818;Audio;Ion;€ 103,56;€ 168,84
100431;USB-C Cable X 185;Cables;Spectra;€ 80,93;€ 124,10
100432;Repeater Mini 700;Networking;Orion;€ 160,40;€ 284,85
100433;Display Ultra 159;Screens;Kronos;€ 64,90;€ 119,64
100434;Panel Pro 782;Screens;Aether;€ 186,71;€ 318,43
100435;Monitor X 267;Screens;Aegis;€ 126,62;€ 178,54
100436;USB-C Cable X 229;Cables;Kronos;€ 188,70;€ 340,62
100437;Screen Mini 378;Screens;Aegis;€ 133,34;€ 179,64
100438;Surge Protector Prime 623;Power;Helios;€ 93,23;€ 142,15
100439;Charger Mini 361;Power;Orion;€ 194,47;€ 354,07
100440;Monitor Pro 979;Screens;Nexus;€ 216,42;€ 288,58
100441;Sensor Ultra 283;Smart Home;Atlas;€ 233,13;€ 418,03
100442;USB-C Cable S 354;Cables;Nova;€ 106,98;€ 180,82
100443;Headphones Mini 614;Audio;Helios;€ 169,96;€ 202,17
100444;Repeater Pro 170;Networking;Ion;€ 219,86;€ 395,64
100445;Soundbar Plus 108;Audio;Atlas;€ 95,39;€ 130,56
100446;Soundbar S 477;Audio;Spectra;€ 149,96;€ 227,94
100447;Switch S 106;Networking;Ion;€ 233,44;€ 272,64
100448;USB-C Cable Pro 101;Cables;Atlas;€ 190,94;€ 273,47
100449;Speaker S 529;Audio;Helios;€ 125,55;€ 150,02
100450;SSD Plus 337;Storage;Kronos;€ 224,84;€ 346,21
100451;Controller Plus 617;Gaming;Aether;€ 37,71;€ 66,56
100452;Screen Pro 778;Screens;Spectra;€ 241,23;€ 320,25
100453;Mic Ultra 425;Audio;Atlas;€ 115,93;€ 153,63
100454;Switch Plus 208;Networking;Orion;€ 45,27;€ 67,88
100455;Scanner Mini 562;Office;Helios;€ 80,54;€ 108,63
100456;Panel X 946;Screens;Helios;€ 177,65;€ 284,68
100457;Router X 828;Networking;Atlas;€ 65,81;€ 93,24
100458;USB-C Cable Max 939;Cables;Aegis;€ 247,72;€ 290,65
100459;Printer S 573;Office;Aether;€ 29,97;€ 52,31
100460;Display Pro 233;Screens;Aegis;€ 53,54;€ 77,66
100461;Monitor Max 122;Screens;Spectra;€ 249,30;€ 323,67
100462;Bulb Plus 225;Smart Home;Orion;€ 15,46;€ 23,12
100463;USB Drive Ultra 608;Storage;Spectra;€ 12,22;€ 20,31
100464;HDD S 381;Storage;Atlas;€ 73,56;€ 133,33
100465;Stand S 402;Accessories;Spectra;€ 127,23;€ 230,55
100466;Bulb Plus 492;Smart Home;Aegis;€ 38,62;€ 50,19
100467;USB-C Cable Pro 900;Cables;Nexus;€ 179,78;€ 271,43
100468;Plug Mini 376;Smart Home;Atlas;€ 49,05;€ 68,14
100469;Router Max 928;Networking;Aegis;€ 247,93;€ 383,57
100470;Power Bank X 353;Power;Nexus;€ 165,93;€ 223,99
100471;Dock Ultra 959;Accessories;Nexus;€ 247,93;€ 317,42
100472;Access Point Mini 705;Networking;Spectra;€ 11,91;€ 19,95
100473;Charger X 956;Power;Spectra;€ 247,06;€ 447,48
100474;Sensor Max 602;Smart Home;Ion;€ 14,30;€ 17,05
100475;Surge Protector Pro 100;Power;Nexus;€ 86,27;€ 138,95
100476;NVMe X 160;Storage;Atlas;€ 10,37;€ 16,49
100477;SSD Mini 482;Storage;Helios;€ 177,61;€ 292,45
100478;UPS Mini 430;Power;Helios;€ 38,43;€ 48,73
100479;Scanner Mini 824;Office;Aether;€ 242,34;€ 404,75
100480;Charger S 487;Power;Atlas;€ 80,17;€ 133,59
100481;USB Drive Pro 971;Storage;Orion;€ 248,60;€ 465,85
100482;Hub Mini 326;Accessories;Orion;€ 161,71;€ 198,59
100483;Camera Mini 343;Smart Home;Orion;€ 89,97;€ 125,03
100484;Monitor Prime 371;Screens;Atlas;€ 56,37;€ 94,13
100485;Controller Plus 149;Gaming;Kronos;€ 99,55;€ 169,18
100486;USB Drive Prime 459;Storage;Nova;€ 138,78;€ 170,15
100487;Sensor S 562;Smart Home;Spectra;€ 23,06;€ 41,15
100488;Mic Mini 207;Audio;Aegis;€ 23,18;€ 29,61
100489;Printer Plus 446;Office;Orion;€ 150,54;€ 242,40
100490;Sensor Ultra 721;Smart Home;Aegis;€ 222,99;€ 282,71
100491;Display S 519;Screens;Atlas;€ 175,81;€ 297,39
100492;USB-C Cable Max 343;Cables;Kronos;€ 28,50;€ 41,17
100493;HDMI Cable X 469;Cables;Aether;€ 5,93;€ 7,21
100494;Power Bank S 126;Power;Aether;€ 55,70;€ 90,72
100495;Panel Plus 903;Screens;Aether;€ 102,38;€ 155,29
100496;Speaker Ultra 479;Audio;Helios;€ 221,95;€ 316,73
100497;Plug Max 576;Smart Home;Aegis;€ 69,53;€ 123,61
100498;Power Bank X 187;Power;Aegis;€ 168,69;€ 296,24
100499;Printer S 960;Office;Spectra;€ 99,84;€ 153,95
100500;USB-C Cable S 406;Cables;Aether;€ 24,34;€ 44,47
100501;Mouse X 875;Accessories;Ion;€ 115,01;€ 214,13
100502;HDD S 143;Storage;Nexus;€ 108,73;€ 205,63
100503;Webcam X 427;Office;Nexus;€ 228,15;€ 418,80
100504;Screen Ultra 665;Screens;Helios;€ 84,90;€ 115,22
100505;Camera Ultra 524;Smart Home;Aegis;€ 41,66;€ 65,61
100506;Power Bank Plus 904;Power;Helios;€ 75,09;€ 116,52
100507;Mousepad Max 770;Gaming;Nova;€ 123,97;€ 199,19
100508;Adapter Max 247;Accessories;Orion;€ 156,47;€ 259,84
100509;Webcam Ultra 807;Office;Aegis;€ 63,21;€ 108,05
100510;Mic Pro 937;Audio;Atlas;€ 199,44;€ 275,87
100511;Sensor S 407;Smart Home;Helios;€ 243,68;€ 361,21
100512;Controller Ultra 292;Gaming;Kronos;€ 113,22;€ 207,77
100513;Printer Mini 627;Office;Aether;€ 198,92;€ 238,55
100514;Ethernet Cable X 682;Cables;Nova;€ 12,09;€ 15,65
100515;Router S 567;Networking;Aegis;€ 17,39;€ 24,70
100516;Repeater Mini 617;Networking;Kronos;€ 102,25;€ 188,38
100517;Adapter Mini 708;Accessories;Nexus;€ 114,30;€ 213,79
100518;Bulb Mini 267;Smart Home;Spectra;€ 210,23;€ 282,55
100519;Screen Pro 150;Screens;Kronos;€ 44,91;€ 70,92
100520;Switch S 375;Networking;Nexus;€ 164,64;€ 252,72
100521;Stand X 277;Accessories;Aether;€ 152,28;€ 176,09
100522;Mic Max 533;Audio;Spectra;€ 224,39;€ 401,36
100523;Plug S 409;Smart Home;Kronos;€ 170,91;€ 302,21
100524;Printer Plus 623;Office;Spectra;€ 249,86;€ 468,45
100525;Headset Max 800;Gaming;Ion;€ 31,49;€ 37,72
100526;Mic Max 771;Audio;Atlas;€ 179,22;€ 326,05
100527;Speaker X 158;Audio;Nexus;€ 202,33;€ 354,44
100528;Charger Mini 838;Power;Nova;€ 11,24;€ 17,12
100529;Soundbar Ultra 497;Audio;Kronos;€ 185,50;€ 294,44
100530;Charger Mini 802;Power;Nexus;€ 135,99;€ 236,44
100531;Gamepad Max 960;Gaming;Ion;€ 166,12;€ 260,59
100532;Speaker Prime 858;Audio;Helios;€ 68,37;€ 120,08
100533;HDD Plus 463;Storage;Atlas;€ 59,72;€ 107,71
100534;Webcam Mini 699;Office;Atlas;€ 77,04;€ 137,78
100535;Plug Plus 299;Smart Home;Aegis;€ 127,62;€ 229,80
100536;Chair Max 155;Office;Ion;€ 218,36;€ 275,81
100537;Repeater Ultra 246;Networking;Atlas;€ 82,51;€ 139,17
100538;Display Mini 420;Screens;Aether;€ 160,45;€ 185,08
100539;Speaker X 601;Audio;Nexus;€ 197,38;€ 342,42
100540;USB Drive Ultra 513;Storage;Spectra;€ 110,11;€ 166,05
100541;Stand S 482;Accessories;Aegis;€ 237,77;€ 432,50
100542;Ethernet Cable Pro 104;Cables;Nexus;€ 158,54;€ 211,91
100543;Controller X 492;Gaming;Kronos;€ 128,32;€ 177,03
100544;Panel Max 566;Screens;Aegis;€ 183,32;€ 292,81
100545;Headset X 601;Gaming;Nova;€ 93,02;€ 120,12
100546;Scanner S 844;Office;Aegis;€ 246,30;€ 322,26
100547;Mouse X 475;Accessories;Spectra;€ 179,22;€ 312,58
100548;Printer Pro 777;Office;Kronos;€ 31,49;€ 55,96
100549;Adapter Ultra 489;Accessories;Helios;€ 35,28;€ 47,26
100550;NVMe Pro 530;Storage;Nexus;€ 167,11;€ 275,21
100551;Soundbar X 950;Audio;Spectra;€ 225,16;€ 345,33
100552;Power Bank Max 903;Power;Helios;€ 31,03;€ 40,31
100553;Access Point S 820;Networking;Kronos;€ 105,39;€ 133,87
100554;Ethernet Cable S 592;Cables;Aether;€ 86,00;€ 99,08
100555;Display Prime 192;Screens;Helios;€ 195,98;€ 236,41
100556;Screen S 403;Screens;Kronos;€ 69,71;€ 82,78
100557;NVMe Max 920;Storage;Aegis;€ 170,81;€ 251,00
100558;Monitor Pro 972;Screens;Helios;€ 38,91;€ 63,63
100559;Headset Prime 999;Gaming;Atlas;€ 184,60;€ 263,88
100560;Mousepad Plus 509;Gaming;Orion;€ 240,77;€ 325,97
100561;Scanner Ultra 215;Office;Aether;€ 37,47;€ 63,50
100562;USB Drive Ultra 921;Storage;Helios;€ 144,39;€ 213,50
100563;Power Bank Mini 983;Power;Nova;€ 172,69;€ 307,20
100564;SSD Prime 521;Storage;Aether;€ 112,97;€ 135,28
100565;Headset S 631;Gaming;Aegis;€ 133,16;€ 223,10
100566;Screen S 454;Screens;Nova;€ 167,61;€ 273,38
100567;SSD Pro 758;Storage;Ion;€ 233,92;€ 357,70
100568;Camera X 869;Smart Home;Aether;€ 125,45;€ 166,93
100569;Soundbar S 512;Audio;Aegis;€ 205,19;€ 248,10
100570;Camera Prime 977;Smart Home;Spectra;€ 127,12;€ 176,32
100571;Plug Plus 522;Smart Home;Aegis;€ 13,78;€ 21,52
100572;Display Max 770;Screens;Spectra;€ 169,51;€ 315,76
100573;Mousepad S 439;Gaming;Aegis;€ 142,24;€ 229,69
100574;Camera Prime 199;Smart Home;Atlas;€ 191,03;€ 251,45
100575;Headset Max 818;Gaming;Atlas;€ 31,05;€ 56,59
100576;Camera Ultra 360;Smart Home;Orion;€ 154,66;€ 199,61
100577;Scanner Prime 833;Office;Nexus;€ 87,79;€ 150,81
100578;Adapter Plus 568;Accessories;Spectra;€ 166,32;€ 310,54
100579;SSD Pro 666;Storage;Aether;€ 234,15;€ 416,58
100580;Sensor X 848;Smart Home;Ion;€ 204,73;€ 251,34
100581;Surge Protector Mini 528;Power;Spectra;€ 244,98;€ 450,01
100582;Access Point Ultra 401;Networking;Kronos;€ 115,95;€ 144,94
100583;Webcam Max 828;Office;Spectra;€ 185,52;€ 290,37
100584;Access Point S 803;Networking;Nexus;€ 89,60;€ 148,22
100585;SSD Mini 879;Storage;Ion;€ 91,30;€ 137,89
100586;Surge Protector Max 927;Power;Nova;€ 8,13;€ 10,00
100587;Printer Pro 304;Office;Orion;€ 70,41;€ 122,45
100588;Headphones X 807;Audio;Kronos;€ 197,17;€ 256,91
100589;USB-C Cable Mini 204;Cables;Aegis;€ 155,95;€ 258,35
100590;HDMI Cable Ultra 623;Cables;Nexus;€ 197,16;€ 344,86
100591;Soundbar Ultra 526;Audio;Aegis;€ 239,39;€ 450,50
100592;Controller Pro 861;Gaming;Ion;€ 66,58;€ 107,55
100593;Sensor Mini 894;Smart Home;Nexus;€ 182,60;€ 236,49
100594;Sensor Plus 277;Smart Home;Orion;€ 185,09;€ 229,42
100595;Hub Max 370;Accessories;Nova;€ 36,87;€ 58,55
100596;Soundbar Mini 826;Audio;Aegis;€ 234,69;€ 276,92
100597;Headset Pro 602;Gaming;Spectra;€ 198,53;€ 310,23
100598;Display S 633;Screens;Atlas;€ 21,70;€ 33,18
100599;Printer Ultra 457;Office;Ion;€ 59,19;€ 77,54
100600;Headset Mini 323;Gaming;Atlas;€ 237,83;€ 383,79
100601;Camera Pro 784;Smart Home;Ion;€ 89,77;€ 119,42
100602;Power Bank S 798;Power;Spectra;€ 221,99;€ 318,78
100603;Panel Max 125;Screens;Nova;€ 228,28;€ 403,28
100604;Mousepad Prime 144;Gaming;Ion;€ 77,63;€ 127,21
100605;Controller Plus 271;Gaming;Ion;€ 243,05;€ 420,47
100606;HDMI Cable Plus 786;Cables;Aegis;€ 159,23;€ 208,57
100607;Chair S 762;Office;Helios;€ 205,10;€ 246,96
100608;NVMe Prime 138;Storage;Aegis;€ 26,44;€ 31,48
100609;Speaker Plus 364;Audio;Ion;€ 104,87;€ 156,08
100610;Printer Mini 498;Office;Nova;€ 169,96;€ 263,63
100611;Power Bank Pro 466;Power;Helios;€ 232,37;€ 285,72
100612;Mic Plus 883;Audio;Spectra;€ 232,04;€ 333,22
100613;Hub X 325;Accessories;Aether;€ 38,41;€ 55,44
100614;USB-C Cable X 793;Cables;Kronos;€ 222,31;€ 416,61
100615;Controller X 142;Gaming;Aegis;€ 6,23;€ 9,95
100616;USB-C Cable Plus 315;Cables;Ion;€ 188,33;€ 344,20
100617;Gamepad Ultra 264;Gaming;Nexus;€ 50,08;€ 80,76
100618;Speaker Plus 787;Audio;Nexus;€ 200,92;€ 359,48
100619;USB-C Cable Plus 787;Cables;Aether;€ 21,50;€ 26,31
100620;UPS Mini 231;Power;Aether;€ 169,47;€ 224,70
100621;Speaker Plus 425;Audio;Spectra;€ 124,04;€ 173,19
100622;Mic X 927;Audio;Spectra;€ 82,50;€ 121,38
100623;Keyboard S 829;Accessories;Atlas;€ 186,25;€ 275,11
100624;Mousepad Mini 573;Gaming;Orion;€ 114,11;€ 197,53
100625;Sensor Plus 761;Smart Home;Ion;€ 153,62;€ 273,65
100626;NVMe S 851;Storage;Ion;€ 222,15;€ 268,21
100627;Screen Pro 887;Screens;Aegis;€ 149,56;€ 273,65
100628;Ethernet Cable Prime 893;Cables;Kronos;€ 41,42;€ 59,83
100629;Surge Protector X 613;Power;Kronos;€ 130,05;€ 188,26
100630;Ethernet Cable S 800;Cables;Aegis;€ 45,63;€ 70,07
100631;Sensor X 853;Smart Home;Orion;€ 184,34;€ 341,84
100632;Keyboard Prime 164;Accessories;Nexus;€ 69,77;€ 92,48
100633;Repeater Mini 580;Networking;Ion;€ 229,89;€ 416,37
100634;Stand Plus 633;Accessories;Atlas;€ 160,22;€ 217,12
100635;Soundbar X 769;Audio;Spectra;€ 97,74;€ 155,48
100636;Screen Max 328;Screens;Ion;€ 131,51;€ 186,04
100637;Controller Prime 613;Gaming;Aether;€ 221,10;€ 327,21
100638;Switch Max 253;Networking;Helios;€ 50,79;€ 72,21
100639;Panel Ultra 837;Screens;Nexus;€ 32,77;€ 54,28
100640;Plug X 122;Smart Home;Nexus;€ 64,70;€ 80,61
100641;Power Bank X 686;Power;Orion;€ 40,98;€ 52,24
100642;SSD Ultra 999;Storage;Ion;€ 181,29;€ 298,46
100643;Soundbar S 721;Audio;Helios;€ 248,23;€ 446,93
100644;HDD Ultra 913;Storage;Nexus;€ 147,75;€ 254,96
100645;Charger Max 841;Power;Ion;€ 172,97;€ 318,57
100646;Charger Plus 487;Power;Spectra;€ 99,44;€ 122,45
100647;Switch Ultra 720;Networking;Ion;€ 28,59;€ 43,08
100648;Power Bank Pro 195;Power;Spectra;€ 123,15;€ 153,66
100649;Surge Protector Pro 634;Power;Ion;€ 108,07;€ 195,19
100650;USB-C Cable S 908;Cables;Nova;€ 193,32;€ 273,14
100651;Charger Ultra 360;Power;Helios;€ 121,90;€ 161,44
100652;Panel Ultra 293;Screens;Kronos;€ 6,34;€ 10,83
100653;Hub Plus 107;Accessories;Spectra;€ 96,88;€ 126,34
100654;Controller Mini 258;Gaming;Nova;€ 109,39;€ 173,82
100655;Mic Ultra 726;Audio;Ion;€ 72,51;€ 120,40
100656;Switch Prime 479;Networking;Nova;€ 141,98;€ 214,79
100657;Soundbar Mini 853;Audio;Spectra;€ 38,83;€ 69,81
100658;Display Prime 202;Screens;Nexus;€ 57,54;€ 83,46
100659;Gamepad Pro 498;Gaming;Ion;€ 241,32;€ 278,48
100660;Screen Prime 190;Screens;Orion;€ 20,70;€ 27,25
100661;Screen Pro 510;Screens;Spectra;€ 155,42;€ 239,46
100662;Surge Protector X 549;Power;Aegis;€ 7,62;€ 13,62
100663;HDMI Cable S 902;Cables;Kronos;€ 151,88;€ 233,42
100664;Router X 468;Networking;Spectra;€ 63,62;€ 73,18
100665;USB Drive Max 461;Storage;Helios;€ 169,07;€ 245,84
100666;Router Pro 192;Networking;Ion;€ 139,65;€ 236,65
100667;USB-C Cable Mini 935;Cables;Spectra;€ 72,74;€ 116,73
100668;Router Ultra 367;Networking;Aether;€ 47,88;€ 73,24
100669;USB-C Cable Max 219;Cables;Helios;€ 201,72;€ 376,72
100670;Ethernet Cable Max 553;Cables;Spectra;€ 241,68;€ 380,01
100671;Repeater Prime 700;Networking;Atlas;€ 216,20;€ 326,78
100672;Speaker Ultra 793;Audio;Helios;€ 176,79;€ 309,40
100673;Webcam Pro 354;Office;Atlas;€ 75,39;€ 109,26
100674;Mousepad X 421;Gaming;Helios;€ 91,62;€ 166,82
100675;Soundbar S 854;Audio;Orion;€ 53,92;€ 91,75
100676;Speaker S 954;Audio;Nexus;€ 66,18;€ 106,81
100677;SSD Plus 792;Storage;Helios;€ 239,17;€ 363,42
100678;Adapter Pro 480;Accessories;Ion;€ 157,06;€ 238,61
100679;Charger Prime 882;Power;Kronos;€ 229,42;€ 312,06
100680;Router X 638;Networking;Spectra;€ 200,82;€ 302,99
100681;USB-C Cable Mini 981;Cables;Aegis;€ 173,15;€ 221,82
100682;Panel Prime 805;Screens;Ion;€ 7,06;€ 11,69
100683;Webcam Plus 470;Office;Spectra;€ 155,13;€ 208,62
100684;USB-C Cable S 582;Cables;Kronos;€ 239,84;€ 337,53
100685;HDD Ultra 529;Storage;Aether;€ 176,67;€ 252,50
100686;Scanner Prime 685;Office;Kronos;€ 37,13;€ 58,74
100687;Switch Max 668;Networking;Helios;€ 110,89;€ 159,20
100688;SSD Prime 280;Storage;Orion;€ 108,27;€ 135,43
100689;USB-C Cable Mini 407;Cables;Ion;€ 66,49;€ 119,27
100690;Stand Plus 267;Accessories;Nova;€ 19,71;€ 34,70
100691;Bulb Prime 366;Smart Home;Helios;€ 93,44;€ 146,73
100692;Soundbar Pro 224;Audio;Atlas;€ 91,02;€ 151,06
100693;UPS X 463;Power;Nexus;€ 84,65;€ 129,75
100694;Bulb Ultra 574;Smart Home;Helios;€ 159,77;€ 201,09
100695;USB Drive Ultra 969;Storage;Atlas;€ 227,23;€ 274,80
100696;Headset Mini 768;Gaming;Nexus;€ 76,38;€ 103,16
100697;Webcam Prime 865;Office;Kronos;€ 148,80;€ 278,87
100698;Printer X 228;Office;Orion;€ 183,30;€ 301,81
100699;Screen X 205;Screens;Nexus;€ 28,41;€ 52,63
100700;Camera Pro 889;Smart Home;Ion;€ 102,27;€ 176,29
100701;Display Max 186;Screens;Helios;€ 165,43;€ 300,11
100702;Mic S 553;Audio;Nexus;€ 158,49;€ 197,87
100703;NVMe Pro 981;Storage;Aegis;€ 229,24;€ 412,21
100704;Plug Max 238;Smart Home;Ion;€ 242,54;€ 405,82
100705;USB Drive Prime 636;Storage;Spectra;€ 161,75;€ 250,77
100706;Controller S 552;Gaming;Aether;€ 80,43;€ 117,36
100707;SSD Pro 635;Storage;Kronos;€ 204,77;€ 365,71
100708;Controller Prime 804;Gaming;Kronos;€ 230,91;€ 429,54
100709;Plug Pro 917;Smart Home;Kronos;€ 76,77;€ 101,60
100710;Keyboard Mini 521;Accessories;Ion;€ 221,13;€ 326,79
100711;Repeater Ultra 325;Networking;Orion;€ 69,43;€ 101,83
100712;Access Point Max 764;Networking;Ion;€ 187,02;€ 328,52
100713;Scanner Plus 239;Office;Nexus;€ 75,95;€ 123,62
100714;Surge Protector Max 292;Power;Aether;€ 83,56;€ 105,63
100715;HDMI Cable X 388;Cables;Aegis;€ 70,95;€ 119,65
100716;Keyboard Plus 115;Accessories;Nexus;€ 125,93;€ 177,11
100717;Soundbar Mini 813;Audio;Aether;€ 198,90;€ 278,00
100718;USB Drive Max 173;Storage;Aegis;€ 138,08;€ 177,60
100719;Headphones Pro 886;Audio;Nova;€ 180,10;€ 259,09
100720;Sensor Pro 571;Smart Home;Nexus;€ 185,15;€ 225,97
100721;Access Point Ultra 430;Networking;Aether;€ 43,86;€ 74,39
100722;USB-C Cable Plus 592;Cables;Ion;€ 161,44;€ 209,72
100723;Keyboard Plus 748;Accessories;Nexus;€ 111,37;€ 129,33
100724;Soundbar Plus 908;Audio;Spectra;€ 64,56;€ 121,15
100725;UPS X 889;Power;Aether;€ 26,92;€ 34,14
100726;Monitor Mini 161;Screens;Spectra;€ 92,10;€ 116,55
100727;USB-C Cable X 338;Cables;Helios;€ 82,60;€ 129,58
100728;Controller S 805;Gaming;Aether;€ 97,55;€ 165,18
100729;Soundbar Prime 672;Audio;Aegis;€ 77,21;€ 129,16
100730;Access Point X 431;Networking;Spectra;€ 184,44;€ 250,19
100731;Power Bank X 643;Power;Ion;€ 42,98;€ 58,96
100732;Soundbar Mini 100;Audio;Ion;€ 195,10;€ 298,40
100733;HDD Mini 428;Storage;Aegis;€ 181,65;€ 298,58
100734;Ethernet Cable S 799;Cables;Nova;€ 126,90;€ 198,42
100735;Surge Protector Mini 756;Power;Kronos;€ 83,90;€ 102,54
100736;Display X 994;Screens;Aegis;€ 12,66;€ 15,58
100737;Repeater Pro 773;Networking;Helios;€ 125,03;€ 202,30
100738;UPS Pro 326;Power;Kronos;€ 153,46;€ 184,64
100739;Repeater Plus 920;Networking;Aether;€ 161,53;€ 229,48
100740;Webcam Pro 641;Office;Atlas;€ 14,96;€ 17,99
100741;Headphones S 203;Audio;Helios;€ 182,67;€ 282,91
100742;Switch S 671;Networking;Nexus;€ 188,55;€ 275,54
100743;Screen Mini 819;Screens;Spectra;€ 167,98;€ 304,40
100744;NVMe Ultra 773;Storage;Orion;€ 43,75;€ 83,07
100745;Bulb Mini 965;Smart Home;Atlas;€ 96,07;€ 165,54
100746;Scanner S 484;Office;Atlas;€ 192,60;€ 355,27
100747;Soundbar Prime 506;Audio;Atlas;€ 5,05;€ 5,94
100748;Speaker Pro 409;Audio;Spectra;€ 6,61;€ 12,48
100749;Access Point Pro 666;Networking;Atlas;€ 130,26;€ 205,55
100750;Power Bank Plus 571;Power;Orion;€ 92,14;€ 115,53
100751;Gamepad S 362;Gaming;Spectra;€ 203,71;€ 248,31
100752;Printer S 840;Office;Spectra;€ 84,55;€ 127,83
100753;Bulb Plus 138;Smart Home;Spectra;€ 184,04;€ 291,19
100754;Panel Mini 936;Screens;Aegis;€ 111,40;€ 205,83
100755;Screen Pro 155;Screens;Nexus;€ 79,67;€ 94,08
100756;USB-C Cable X 614;Cables;Spectra;€ 175,95;€ 222,56
100757;Scanner Plus 542;Office;Aether;€ 76,00;€ 109,88
100758;USB Drive Plus 685;Storage;Atlas;€ 187,60;€ 292,87
100759;Soundbar Ultra 892;Audio;Helios;€ 175,98;€ 302,95
100760;Plug S 504;Smart Home;Ion;€ 164,80;€ 213,76
100761;Charger S 173;Power;Ion;€ 70,23;€ 103,42
100762;Surge Protector Plus 533;Power;Helios;€ 94,49;€ 122,16
100763;Headset Pro 273;Gaming;Spectra;€ 246,97;€ 398,16
100764;Plug X 145;Smart Home;Spectra;€ 231,43;€ 306,67
100765;Controller Plus 857;Gaming;Orion;€ 18,36;€ 34,18
100766;NVMe Pro 810;Storage;Kronos;€ 202,05;€ 278,59
100767;Sensor Mini 857;Smart Home;Aegis;€ 136,81;€ 178,24
100768;Ethernet Cable Prime 847;Cables;Kronos;€ 248,11;€ 414,67
100769;Dock Pro 274;Accessories;Nova;€ 19,73;€ 25,66
100770;Surge Protector Pro 770;Power;Kronos;€ 236,57;€ 283,87
100771;Headphones Plus 399;Audio;Atlas;€ 217,52;€ 356,09
100772;Access Point Plus 596;Networking;Nova;€ 217,36;€ 336,62
100773;SSD Prime 140;Storage;Nexus;€ 65,61;€ 101,50
100774;Gamepad Ultra 118;Gaming;Aether;€ 89,96;€ 127,20
100775;Headphones Max 740;Audio;Nexus;€ 68,13;€ 98,13
100776;Keyboard Max 255;Accessories;Ion;€ 88,74;€ 128,20
100777;HDD Ultra 527;Storage;Helios;€ 63,89;€ 80,79
100778;Soundbar Mini 655;Audio;Spectra;€ 37,28;€ 61,12
100779;Charger S 416;Power;Ion;€ 173,69;€ 316,81
100780;HDD X 425;Storage;Nova;€ 21,61;€ 33,49
100781;Display Mini 844;Screens;Orion;€ 12,22;€ 16,97
100782;Chair Max 863;Office;Nova;€ 233,77;€ 425,60
100783;Headphones S 234;Audio;Orion;€ 50,26;€ 86,54
100784;Charger Max 710;Power;Spectra;€ 61,88;€ 103,06
100785;Gamepad Prime 614;Gaming;Helios;€ 212,30;€ 318,78
100786;Mousepad Ultra 585;Gaming;Orion;€ 38,69;€ 50,10
100787;Dock Pro 522;Accessories;Nova;€ 59,53;€ 98,43
100788;Switch Plus 549;Networking;Nexus;€ 217,45;€ 329,97
100789;Mousepad S 514;Gaming;Aether;€ 195,17;€ 313,43
100790;Printer Ultra 633;Office;Atlas;€ 31,78;€ 47,44
100791;Stand Ultra 140;Accessories;Nexus;€ 141,64;€ 217,71
100792;Adapter Max 507;Accessories;Nexus;€ 221,68;€ 383,56
